S. No,Order ID,Order Date,Ship Date (Bluesky Logistics),Ship Mode (Bluesky Logistics),Country,City,Postal Code,Region,Product ID,Product Name (by Designer),Sales (INR), Cost (INR),Quantity,Profit (INR),Turnaround time (days),Delivery status,ship mode
1446,CA-2017-102337,42899,42902,First Class,India,Mysore,60653,Central,OFF-ST-10004804,Polo Collar neck,164.736,203.8608,4,-39.1248,3,Late delivery,Express Air
1447,CA-2017-102337,42899,42902,First Class,India,Mysore,60653,Central,FUR-CH-10004289,Polo Collar neck,470.302,557.6438,7,-87.3418,3,Late delivery,Regular Air
1448,CA-2017-102337,42899,42902,First Class,India,Mysore,60653,Central,TEC-PH-10002564,Polo Collar neck,47.984,41.986,2,5.99799999999999,3,Shipping on time,Delivery Truck
1449,US-2014-112564,41752,41753,First Class,India,Mysore,19134,East,OFF-BI-10004876,Polo Collar neck,2.502,4.2534,3,-1.7514,3,Shipping on time,Regular Air
1450,CA-2015-145821,42125,42131,Standard Class,India,Mysore,90008,West,TEC-PH-10004348,Polo Collar neck,88.752,77.658,3,11.094,10,Advance shipping,Delivery Truck
1451,US-2015-160150,42204,42205,First Class,India,Mysore,85023,West,OFF-BI-10004352,Polo Collar neck,2.025,3.375,1,-1.35,3,Late delivery,Regular Air
1452,CA-2016-133711,42700,42703,First Class,India,Mysore,36608,South,OFF-PA-10001685,Polo Collar neck,70.98,36.1998,7,34.7802,3,Shipping on time,Regular Air
1453,CA-2016-133711,42700,42703,First Class,India,Mysore,36608,South,OFF-BI-10000666,Polo Collar neck,91.68,45.84,3,45.84,3,Late delivery,Regular Air
1454,CA-2016-133711,42700,42703,First Class,India,Mysore,36608,South,OFF-BI-10004352,Polo Collar neck,33.75,16.875,5,16.875,3,Advance shipping,Regular Air
1455,CA-2016-133711,42700,42703,First Class,India,Mysore,36608,South,TEC-MA-10000010,Polo Collar neck,3040,1580.8,8,1459.2,3,Advance shipping,Regular Air
1456,CA-2017-148474,42898,42905,Standard Class,India,Mysore,31907,South,OFF-BI-10000977,Polo Collar neck,91.2,49.248,3,41.952,10,Late delivery,Express Air
1457,CA-2017-148474,42898,42905,Standard Class,India,Mysore,31907,South,FUR-TA-10002530,Polo Collar neck,452.94,384.999,3,67.941,10,Advance shipping,Regular Air
1458,CA-2015-111297,42233,42237,Standard Class,India,Mysore,2740,East,OFF-BI-10002412,Polo Collar neck,52.2,28.71,9,23.49,10,Late delivery,Regular Air
1459,CA-2016-123722,42638,42644,Standard Class,India,Mysore,75061,Central,OFF-LA-10001569,Polo Collar neck,15.936,10.7568,4,5.1792,10,Late delivery,Regular Air
1460,CA-2014-155271,41763,41763,First Class,India,Mysore,6457,East,FUR-FU-10001473,Polo Collar neck,27.46,17.5744,2,9.8856,3,Late delivery,Regular Air
1461,CA-2015-119907,42339,42346,Standard Class,India,Mysore,98103,West,OFF-BI-10001765,Polo Collar neck,55.424,36.0256,2,19.3984,10,Late delivery,Delivery Truck
1462,US-2016-128902,42440,42444,Standard Class,India,Mysore,8360,East,FUR-TA-10001095,Polo Collar neck,244.006,275.3782,2,-31.3722,10,Late delivery,Regular Air
1463,CA-2016-152289,42608,42610,First Class,India,Mysore,77506,Central,TEC-AC-10004571,Polo Collar neck,159.984,115.9884,2,43.9956,3,Late delivery,Regular Air
1464,CA-2016-152289,42608,42610,First Class,India,Mysore,77506,Central,FUR-CH-10002126,Polo Collar neck,1024.716,1053.9936,6,-29.2775999999999,3,Late delivery,Regular Air
1465,US-2016-104794,42720,42723,First Class,India,Mysore,10009,East,OFF-FA-10001754,Polo Collar neck,3.68,1.8768,2,1.8032,3,Late delivery,Regular Air
1466,CA-2014-151708,41859,41865,Standard Class,India,Mysore,85301,West,FUR-FU-10001602,Polo Collar neck,121.376,124.4104,4,-3.03440000000001,10,Late delivery,Delivery Truck
1467,CA-2014-151708,41859,41865,Standard Class,India,Mysore,85301,West,TEC-AC-10001767,Polo Collar neck,95.976,106.7733,3,-10.7973,10,Shipping on time,Regular Air
1468,CA-2015-100769,42140,42140,First Class,India,Mysore,32216,South,TEC-AC-10002402,Polo Collar neck,255.968,223.972,4,31.996,3,Late delivery,Regular Air
1469,CA-2017-139199,43078,43082,Standard Class,India,Mysore,48234,Central,FUR-CH-10000847,Polo Collar neck,872.94,645.9756,3,226.9644,10,Shipping on time,Regular Air
1470,CA-2017-139199,43078,43082,Standard Class,India,Mysore,48234,Central,OFF-BI-10003982,Polo Collar neck,41.54,22.0162,2,19.5238,10,Late delivery,Regular Air
1471,CA-2017-139199,43078,43082,Standard Class,India,Mysore,48234,Central,OFF-PA-10001293,Polo Collar neck,12.96,6.7392,2,6.2208,10,Late delivery,Regular Air
1472,US-2015-161466,42271,42274,Second Class,India,Mysore,19120,East,OFF-AR-10000634,Polo Collar neck,6.848,6.2488,2,0.5992,7,Late delivery,Regular Air
1473,CA-2017-164959,42927,42931,Standard Class,India,Mysore,90004,West,OFF-LA-10004272,Polo Collar neck,8.67,4.5951,3,4.0749,10,Late delivery,Regular Air
1474,US-2015-105676,42339,42340,First Class,India,Mysore,77036,Central,FUR-FU-10004270,Polo Collar neck,6.688,10.7008,4,-4.0128,3,Late delivery,Regular Air
1475,CA-2016-113138,42693,42699,Standard Class,India,Mysore,14304,East,OFF-AR-10003770,Sleeve less t-shirt,17.28,12.2688,6,5.0112,10,Shipping on time,Regular Air
1476,CA-2016-113138,42693,42699,Standard Class,India,Mysore,14304,East,OFF-BI-10000320,Sleeve less t-shirt,17.712,11.2914,3,6.4206,10,Late delivery,Regular Air
1477,US-2017-104955,42813,42818,Standard Class,India,Mysore,10024,East,OFF-LA-10003121,Sleeve less t-shirt,28.91,15.6114,7,13.2986,10,Late delivery,Regular Air
1478,CA-2016-121958,42687,42691,Standard Class,India,Mysore,27360,South,OFF-SU-10000381,Sleeve less t-shirt,52.136,46.2707,7,5.8653,10,Late delivery,Express Air
1479,CA-2017-121468,43058,43059,First Class,India,Mysore,92683,West,TEC-PH-10000376,Sleeve less t-shirt,31.968,29.5704,4,2.3976,3,Late delivery,Delivery Truck
1480,US-2016-108455,42706,42712,Standard Class,India,Mysore,94122,West,OFF-PA-10002262,Sleeve less t-shirt,25.92,13.4784,4,12.4416,10,Late delivery,Regular Air
1481,US-2016-108455,42706,42712,Standard Class,India,Delhi,94122,West,OFF-PA-10002464,Sleeve less t-shirt,40.46,20.6346,7,19.8254,10,Late delivery,Delivery Truck
1482,US-2016-108455,42706,42712,Standard Class,India,Delhi,94122,West,OFF-ST-10002214,Sleeve less t-shirt,33.87,25.0638,3,8.8062,10,Late delivery,Regular Air
1483,CA-2017-101210,42972,42975,Second Class,India,Delhi,38301,South,OFF-AR-10003560,Sleeve less t-shirt,9.728,8.0256,2,1.7024,7,Late delivery,Express Air
1484,CA-2017-101210,42972,42975,Second Class,India,Delhi,38301,South,OFF-PA-10000130,Sleeve less t-shirt,3.424,2.354,1,1.07,7,Late delivery,Regular Air
1485,US-2016-108098,42657,42661,Standard Class,India,Delhi,98115,West,TEC-AC-10000865,Sleeve less t-shirt,177,146.91,3,30.09,10,Late delivery,Regular Air
1486,CA-2014-119032,41970,41976,Standard Class,India,Delhi,10035,East,OFF-FA-10003021,Sleeve less t-shirt,3.76,2.444,2,1.316,10,Late delivery,Regular Air
1487,CA-2015-140410,42311,42315,Standard Class,India,Mumbai,90008,West,TEC-PH-10003580,Sleeve less t-shirt,1212.848,1106.7238,7,106.1242,10,Late delivery,Express Air
1488,CA-2015-140410,42311,42315,Standard Class,India,Mumbai,90008,West,TEC-AC-10001109,Sleeve less t-shirt,89.97,52.1826,3,37.7874,10,Late delivery,Regular Air
1489,CA-2015-140410,42311,42315,Standard Class,India,Mumbai,90008,West,FUR-FU-10003347,Sleeve less t-shirt,42.6,25.986,3,16.614,10,Shipping on time,Regular Air
1490,CA-2014-136280,41972,41979,Standard Class,India,Mumbai,19143,East,OFF-LA-10000452,Sleeve less t-shirt,5.04,3.276,2,1.764,10,Late delivery,Regular Air
1491,CA-2017-151911,42855,42860,Second Class,India,Mumbai,10024,East,OFF-EN-10002986,Sleeve less t-shirt,62.96,34.628,4,28.332,7,Late delivery,Regular Air
1492,CA-2017-166436,43063,43067,Standard Class,India,Mumbai,10035,East,OFF-PA-10001838,Sleeve less t-shirt,5.88,2.9988,1,2.8812,10,Late delivery,Regular Air
1493,CA-2017-166436,43063,43067,Standard Class,India,Mumbai,10035,East,FUR-CH-10000785,Sleeve less t-shirt,977.292,803.5512,6,173.7408,10,Late delivery,Regular Air
1494,CA-2017-139661,43038,43042,Standard Class,India,Mumbai,98661,West,FUR-FU-10002885,Sleeve less t-shirt,9.64,5.9768,2,3.6632,10,Late delivery,Regular Air
1495,CA-2014-123925,41990,41992,Second Class,India,Mumbai,31907,South,OFF-AR-10002952,Sleeve less t-shirt,40.05,28.836,3,11.214,7,Shipping on time,Express Air
1496,CA-2017-152485,42982,42986,Standard Class,India,Mumbai,75019,Central,OFF-AR-10003759,Sleeve less t-shirt,10.192,7.007,7,3.185,10,Late delivery,Regular Air
1497,CA-2017-152485,42982,42986,Standard Class,India,Mumbai,75019,Central,OFF-ST-10004950,Sleeve less t-shirt,16.784,16.9938,1,-0.2098,10,Late delivery,Regular Air
1498,CA-2017-152485,42982,42986,Standard Class,India,Mumbai,75019,Central,OFF-AR-10001940,Sleeve less t-shirt,13.12,9.348,5,3.772,10,Late delivery,Express Air
1499,CA-2016-141586,42660,42663,First Class,India,Mumbai,94122,West,OFF-BI-10003981,Sleeve less t-shirt,18.16,11.577,5,6.583,3,Late delivery,Regular Air
1500,CA-2017-130386,43051,43057,Standard Class,India,Mumbai,78745,Central,OFF-PA-10002749,Sleeve less t-shirt,16.056,10.2357,3,5.8203,10,Late delivery,Regular Air
1501,CA-2017-130386,43051,43057,Standard Class,India,Mumbai,78745,Central,OFF-PA-10003823,Sleeve less t-shirt,223.056,153.351,9,69.705,10,Late delivery,Delivery Truck
1502,CA-2017-130386,43051,43057,Standard Class,India,Mumbai,78745,Central,OFF-ST-10003716,Sleeve less t-shirt,540.048,587.3022,3,-47.2542,10,Late delivery,Regular Air
1503,CA-2016-100468,42698,42705,Standard Class,India,Mumbai,90045,West,TEC-PH-10001300,Sleeve less t-shirt,33.52,30.168,2,3.352,10,Late delivery,Regular Air
1504,CA-2016-100468,42698,42705,Standard Class,India,Mumbai,90045,West,FUR-FU-10000010,Sleeve less t-shirt,9.94,6.8586,2,3.0814,10,Shipping on time,Regular Air
1505,CA-2015-153388,42217,42223,Standard Class,India,Mumbai,90004,West,OFF-AR-10001868,Sleeve less t-shirt,6.72,3.36,4,3.36,10,Late delivery,Regular Air
1506,CA-2015-153388,42217,42223,Standard Class,India,Mumbai,90004,West,FUR-TA-10003715,Sleeve less t-shirt,1004.976,1180.8468,6,-175.8708,10,Late delivery,Regular Air
1507,CA-2017-154935,43093,43098,Standard Class,India,Mumbai,10024,East,OFF-BI-10003708,Sleeve less t-shirt,17.88,12.2925,3,5.5875,10,Late delivery,Regular Air
1508,CA-2016-134208,42630,42636,Standard Class,India,Mumbai,31907,South,TEC-MA-10004458,Sleeve less t-shirt,396,205.92,4,190.08,10,Shipping on time,Delivery Truck
1509,CA-2017-108294,43079,43079,First Class,India,Mumbai,68104,Central,OFF-BI-10004965,Sleeve less t-shirt,34.5,18.975,3,15.525,3,Late delivery,Regular Air
1510,CA-2017-103611,42990,42993,First Class,India,Mumbai,90036,West,FUR-FU-10004270,Sleeve less t-shirt,8.36,5.3504,2,3.0096,3,Late delivery,Express Air
1511,CA-2017-100384,42910,42917,Standard Class,India,Mumbai,91767,West,OFF-AR-10002135,Sleeve less t-shirt,385.6,273.776,8,111.824,10,Late delivery,Regular Air
1512,CA-2017-100384,42910,42917,Standard Class,India,Mumbai,91767,West,OFF-AR-10003514,Sleeve less t-shirt,35.82,23.9994,9,11.8206,10,Late delivery,Express Air
1513,CA-2017-112809,42965,42969,Standard Class,India,Mumbai,75220,Central,OFF-ST-10002276,Sleeve less t-shirt,200.064,187.56,3,12.504,10,Shipping on time,Regular Air
1514,CA-2017-112809,42965,42969,Standard Class,India,Mumbai,75220,Central,OFF-BI-10001098,Sleeve less t-shirt,21.38,54.519,5,-33.139,10,Late delivery,Regular Air
1515,CA-2017-112809,42965,42969,Standard Class,India,Mumbai,75220,Central,OFF-BI-10001636,Sleeve less t-shirt,6.744,18.2088,4,-11.4648,10,Late delivery,Regular Air
1516,US-2017-160759,43080,43086,Standard Class,India,Mumbai,19120,East,FUR-CH-10002961,Sleeve less t-shirt,63.686,72.784,1,-9.098,10,Shipping on time,Regular Air
1517,CA-2017-148446,43079,43083,Second Class,India,Mumbai,89031,West,FUR-TA-10004256,Sleeve less t-shirt,1669.6,1552.728,4,116.872,7,Late delivery,Regular Air
1518,CA-2014-111059,41673,41676,Second Class,India,Mumbai,98105,West,OFF-BI-10004593,Sleeve less t-shirt,83.84,56.592,2,27.248,7,Late delivery,Regular Air
1519,CA-2014-111059,41673,41676,Second Class,India,Chennai,98105,West,OFF-BI-10002827,Sleeve less t-shirt,13.272,8.9586,3,4.3134,7,Late delivery,Delivery Truck
1520,CA-2017-116204,42777,42780,Second Class,India,Chennai,94110,West,OFF-BI-10001759,Sleeve less t-shirt,21.336,13.6017,7,7.7343,7,Late delivery,Regular Air
1521,CA-2017-109946,42841,42846,Standard Class,India,Chennai,60610,Central,OFF-AR-10001419,Sleeve less t-shirt,16.52,14.455,5,2.065,10,Late delivery,Regular Air
1522,CA-2015-144806,42344,42349,Standard Class,India,Chennai,85705,West,FUR-FU-10002253,Sleeve less t-shirt,206.112,157.1604,6,48.9516,10,Late delivery,Regular Air
1523,CA-2015-144806,42344,42349,Standard Class,India,Chennai,85705,West,OFF-PA-10002586,Sleeve less t-shirt,19.92,13.197,5,6.723,10,Late delivery,Delivery Truck
1524,CA-2015-144806,42344,42349,Standard Class,India,Chennai,85705,West,OFF-PA-10003039,Sleeve less t-shirt,198.272,136.312,8,61.96,10,Late delivery,Regular Air
1525,CA-2015-144806,42344,42349,Standard Class,India,Chennai,85705,West,OFF-ST-10004804,Sleeve less t-shirt,247.104,305.7912,6,-58.6872,10,Late delivery,Delivery Truck
1526,CA-2015-144806,42344,42349,Standard Class,India,Chennai,85705,West,OFF-AR-10004042,Sleeve less t-shirt,86.304,76.5948,6,9.70919999999999,10,Late delivery,Regular Air
1527,CA-2016-122392,42573,42578,Standard Class,India,Chennai,18103,East,OFF-AR-10002221,Sleeve less t-shirt,4.16,3.796,2,0.364,10,Late delivery,Regular Air
1528,CA-2016-122392,42573,42578,Standard Class,India,Chennai,18103,East,FUR-FU-10002456,Printed T-shirt,11.648,8.2992,2,3.3488,10,Late delivery,Regular Air
1529,CA-2015-148432,42315,42318,Second Class,India,Chennai,19711,East,OFF-FA-10004968,Printed T-shirt,26.18,25.6564,7,0.523600000000001,7,Late delivery,Regular Air
1530,CA-2015-148432,42315,42318,Second Class,India,Chennai,19711,East,OFF-PA-10001274,Printed T-shirt,7.3,3.869,2,3.431,7,Shipping on time,Regular Air
1531,CA-2015-103793,42089,42094,Standard Class,India,Chennai,33142,South,OFF-PA-10001125,Printed T-shirt,74.352,51.117,3,23.235,10,Late delivery,Delivery Truck
1532,CA-2017-159884,42978,42983,Standard Class,India,Chennai,85281,West,OFF-ST-10000344,Printed T-shirt,10.744,9.9382,1,0.8058,10,Late delivery,Express Air
1533,CA-2017-159884,42978,42983,Standard Class,India,Chennai,85281,West,OFF-FA-10000585,Printed T-shirt,8.376,5.6538,3,2.7222,10,Late delivery,Regular Air
1534,CA-2016-139885,42708,42712,Standard Class,India,Chennai,10035,East,OFF-ST-10003324,Printed T-shirt,212.88,212.88,6,0,10,Shipping on time,Regular Air
1535,CA-2017-124086,42776,42780,Standard Class,India,Chennai,92677,West,FUR-BO-10004015,Printed T-shirt,203.983,187.1844,2,16.7986,10,Late delivery,Regular Air
1536,CA-2016-112389,42672,42676,Standard Class,India,Chennai,8302,East,OFF-ST-10000419,Printed T-shirt,40.74,40.3326,3,0.407399999999999,10,Late delivery,Regular Air
1537,CA-2016-112389,42672,42676,Standard Class,India,Chennai,8302,East,OFF-AP-10001626,Printed T-shirt,11.67,8.6358,3,3.0342,10,Late delivery,Regular Air
1538,CA-2017-121888,42993,42995,Second Class,India,Chennai,2149,East,TEC-PH-10000439,Printed T-shirt,39.99,28.3929,1,11.5971,7,Shipping on time,Regular Air
1539,CA-2017-121888,42993,42995,Second Class,India,Chennai,2149,East,OFF-AR-10003478,Printed T-shirt,16.28,9.768,2,6.512,7,Shipping on time,Regular Air
1540,CA-2017-121888,42993,42995,Second Class,India,Chennai,2149,East,FUR-BO-10002545,Printed T-shirt,782.94,579.3756,3,203.5644,7,Late delivery,Regular Air
1541,CA-2017-121888,42993,42995,Second Class,India,Chennai,2149,East,OFF-BI-10001765,Printed T-shirt,242.48,126.0896,7,116.3904,7,Shipping on time,Regular Air
1542,CA-2014-166884,41709,41714,Second Class,India,Chennai,43229,East,FUR-FU-10003981,Printed T-shirt,8.32,6.032,5,2.288,7,Late delivery,Regular Air
1543,CA-2014-166884,41709,41714,Second Class,India,Delhi,43229,East,OFF-FA-10001561,Printed T-shirt,10.464,8.7636,6,1.7004,7,Late delivery,Regular Air
1544,CA-2014-107181,41674,41678,Standard Class,India,Delhi,92024,West,OFF-BI-10004230,Printed T-shirt,82.896,53.8824,3,29.0136,10,Late delivery,Regular Air
1545,CA-2014-107181,41674,41678,Standard Class,India,Delhi,92024,West,OFF-PA-10000350,Plain T-shirt,34.24,18.1472,4,16.0928,10,Late delivery,Regular Air
1546,CA-2014-150245,42004,42008,Second Class,India,Delhi,13601,East,FUR-BO-10002613,Plain T-shirt,1573.488,1376.802,7,196.686,7,Shipping on time,Regular Air
1547,CA-2015-111395,42331,42335,Standard Class,India,Delhi,78207,Central,OFF-PA-10000994,Plain T-shirt,335.52,218.088,4,117.432,10,Late delivery,Regular Air
1548,CA-2015-111395,42331,42335,Standard Class,India,Delhi,78207,Central,OFF-BI-10002867,Plain T-shirt,23.912,64.5624,2,-40.6504,10,Late delivery,Regular Air
1549,CA-2015-111395,42331,42335,Standard Class,India,Delhi,78207,Central,OFF-ST-10001291,Plain T-shirt,27.056,24.6886,2,2.3674,10,Shipping on time,Regular Air
1550,CA-2014-134278,41826,41828,First Class,India,Delhi,10011,East,TEC-CO-10001046,Plain T-shirt,559.992,384.9945,1,174.9975,3,Late delivery,Express Air
1551,US-2017-124926,43052,43057,Second Class,India,Delhi,77095,Central,OFF-AP-10004868,Plain T-shirt,9.324,34.0326,6,-24.7086,7,Late delivery,Regular Air
1552,CA-2016-159345,42538,42543,Standard Class,India,Delhi,92024,West,OFF-PA-10000806,Plain T-shirt,111.96,57.0996,2,54.8604,10,Shipping on time,Regular Air
1553,CA-2014-130274,41762,41764,First Class,India,Delhi,54915,Central,OFF-LA-10002195,Plain T-shirt,21.56,11.2112,7,10.3488,3,Late delivery,Regular Air
1554,CA-2017-158386,43024,43029,Standard Class,India,Delhi,40475,South,OFF-BI-10003719,Plain T-shirt,124.75,67.365,5,57.385,10,Shipping on time,Regular Air
1555,CA-2015-111507,42041,42048,Standard Class,India,Delhi,98006,West,OFF-AR-10001315,Plain T-shirt,5.28,3.7488,3,1.5312,10,Shipping on time,Delivery Truck
1556,CA-2017-120761,42982,42986,Standard Class,India,Delhi,11561,East,TEC-AC-10000171,Plain T-shirt,91.96,52.4172,4,39.5428,10,Late delivery,Regular Air
1557,CA-2016-109176,42499,42505,Standard Class,India,Delhi,19140,East,OFF-EN-10003134,Plain T-shirt,9.344,5.84,1,3.504,10,Late delivery,Delivery Truck
1558,CA-2016-109176,42499,42505,Standard Class,India,Delhi,19140,East,OFF-AR-10001955,Plain T-shirt,79.36,69.44,5,9.91999999999999,10,Shipping on time,Regular Air
1559,CA-2015-112116,42079,42081,Second Class,India,Delhi,98103,West,FUR-TA-10001039,Plain T-shirt,171.96,127.2504,2,44.7096,7,Late delivery,Regular Air
1560,CA-2016-126809,42469,42473,Standard Class,India,Delhi,98103,West,OFF-BI-10003712,Plain T-shirt,35.352,22.5369,9,12.8151,10,Late delivery,Express Air
1561,CA-2014-105172,41733,41738,Standard Class,India,Delhi,94109,West,OFF-LA-10001641,Plain T-shirt,18.9,9.828,6,9.072,10,Late delivery,Regular Air
1562,CA-2017-107293,42983,42984,First Class,India,Delhi,98115,West,OFF-AR-10003732,Plain T-shirt,2.78,2.0572,1,0.7228,3,Late delivery,Regular Air
1563,US-2017-102890,42916,42916,First Class,India,Delhi,10011,East,FUR-TA-10000577,Plain T-shirt,1044.63,1340.6085,5,-295.9785,3,Late delivery,Regular Air
1564,CA-2015-158554,42317,42317,First Class,India,Delhi,19134,East,OFF-PA-10004000,Plain T-shirt,11.352,7.2369,3,4.1151,3,Late delivery,Regular Air
1565,CA-2014-116239,41702,41702,First Class,India,Delhi,29203,South,OFF-ST-10001370,Plain T-shirt,354.9,337.155,5,17.745,3,Late delivery,Regular Air
1566,CA-2015-132101,42082,42088,Standard Class,India,Delhi,98105,West,TEC-PH-10004539,Plain T-shirt,453.576,413.8881,3,39.6879,10,Late delivery,Delivery Truck
1567,CA-2015-129112,42337,42338,First Class,India,Delhi,75002,Central,TEC-AC-10003038,Plain T-shirt,21.48,21.7485,3,-0.268500000000003,3,Late delivery,Regular Air
1568,CA-2015-129112,42337,42338,First Class,India,Delhi,75002,Central,OFF-BI-10000088,Plain T-shirt,8.784,22.3992,4,-13.6152,3,Late delivery,Regular Air
1569,US-2017-152002,42897,42897,First Class,India,Delhi,90004,West,OFF-PA-10000357,Plain T-shirt,122.97,62.7147,3,60.2553,3,Late delivery,Regular Air
